id,date,time,day,city,area,area_type,weather,crime_type,risk_score,risk_level,latitude,longitude,narrative
4824,2023-05-19,16:15,Friday,Lucknow,Aminabad,Industrial,Clear,Theft,50.3,Medium,26.8211,80.9295,"A theft case was reported in Aminabad, Lucknow — a two-wheeler was stolen from a parking area."
4825,2023-02-18,10:45,Saturday,Jaipur,Sanganer,Educational,Clear,Assault,52.1,Medium,26.8652,75.7388,"A physical assault was reported near a public gathering spot in Sanganer, Jaipur."
4826,2024-12-19,23:30,Thursday,Bangalore,Jayanagar,Commercial,Foggy,Robbery,47.9,Medium,12.9778,77.6004,"An armed robbery incident was reported at a shop in Jayanagar, Bangalore."
4827,2024-08-31,07:45,Saturday,Hyderabad,Hitech City,Residential,Rainy,Burglary,43.6,Medium,17.3997,78.4491,"Forced entry and burglary was reported at a residence in Hitech City, Hyderabad."
4828,2023-09-17,16:45,Sunday,Bangalore,Electronic City,Commercial,Rainy,Robbery,45.6,Medium,12.9595,77.553,"A robbery was reported near Electronic City, Bangalore — valuables snatched from a pedestrian."
4829,2024-02-06,00:30,Tuesday,Bangalore,Electronic City,Commercial,Rainy,Assault,57.9,Medium,12.9549,77.6377,"An assault case was reported following an altercation in Electronic City, Bangalore."
4830,2023-02-23,13:45,Thursday,Chennai,Tambaram,Residential,Rainy,Burglary,52.5,Medium,13.0293,80.3289,"Forced entry and burglary was reported at a residence in Tambaram, Chennai."
4831,2024-09-24,00:30,Tuesday,Bangalore,Electronic City,Commercial,Rainy,Robbery,59.0,Medium,12.9698,77.6416,"A robbery was reported near Electronic City, Bangalore — valuables snatched from a pedestrian."
4832,2024-08-20,03:30,Tuesday,Ahmedabad,Vastrapur,Residential,Foggy,Burglary,60.0,Medium,23.0677,72.6126,"A house burglary was reported in a residential complex in Vastrapur, Ahmedabad while occupants were away."
4833,2023-06-06,02:45,Tuesday,Chennai,Tambaram,Residential,Clear,Robbery,57.4,Medium,13.0774,80.3195,"An armed robbery incident was reported at a shop in Tambaram, Chennai."
4834,2023-11-12,05:30,Sunday,Ahmedabad,Satellite,Educational,Cloudy,Theft,39.5,Medium,23.0601,72.5811,"A theft case was reported in Satellite, Ahmedabad — a two-wheeler was stolen from a parking area."
4835,2024-11-20,04:15,Wednesday,Kolkata,Behala,Educational,Foggy,Others,22.6,Low,22.6244,88.317,"A miscellaneous public-nuisance/disturbance case was reported in Behala, Kolkata."
4836,2024-09-18,17:15,Wednesday,Chennai,T Nagar,Commercial,Clear,Robbery,68.1,High,13.0422,80.2696,"A robbery was reported near T Nagar, Chennai — valuables snatched from a pedestrian."
4837,2024-01-31,06:15,Wednesday,Chennai,Guindy,Residential,Cloudy,Assault,45.7,Medium,13.0411,80.2544,"A physical assault was reported near a public gathering spot in Guindy, Chennai."
4838,2024-02-28,17:00,Wednesday,Kolkata,Behala,Educational,Rainy,Robbery,35.3,Medium,22.5186,88.3471,"A chain/bag-snatching robbery was reported on the main road in Behala, Kolkata."
4839,2024-12-17,06:00,Tuesday,Lucknow,Chowk,Residential,Rainy,Burglary,47.0,Medium,26.8938,80.9957,"Forced entry and burglary was reported at a residence in Chowk, Lucknow."
4840,2024-12-02,17:30,Monday,Hyderabad,Banjara Hills,Residential,Foggy,Burglary,39.8,Medium,17.3309,78.4844,"Forced entry and burglary was reported at a residence in Banjara Hills, Hyderabad."
4841,2023-10-16,16:00,Monday,Lucknow,Gomti Nagar,Commercial,Rainy,Assault,45.0,Medium,26.9046,80.987,"A physical assault was reported near a public gathering spot in Gomti Nagar, Lucknow."
4842,2024-02-21,02:30,Wednesday,Hyderabad,Kukatpally,Educational,Rainy,Robbery,41.2,Medium,17.3254,78.527,"An armed robbery incident was reported at a shop in Kukatpally, Hyderabad."
4843,2024-02-10,12:45,Saturday,Kolkata,Howrah,Commercial,Rainy,Theft,26.9,Low,22.5926,88.3321,"A shop reported theft of goods overnight in Howrah, Kolkata."
4844,2024-05-24,15:45,Friday,Kolkata,Gariahat,Commercial,Foggy,Theft,24.7,Low,22.5549,88.3758,"A theft case was reported in Gariahat, Kolkata — a two-wheeler was stolen from a parking area."
4845,2023-10-16,04:15,Monday,Chennai,Guindy,Residential,Clear,Theft,49.2,Medium,13.0684,80.3274,"A shop reported theft of goods overnight in Guindy, Chennai."
4846,2024-06-23,20:45,Sunday,Hyderabad,Ameerpet,Residential,Clear,Burglary,42.2,Medium,17.3908,78.4547,"A house burglary was reported in a residential complex in Ameerpet, Hyderabad while occupants were away."
4847,2024-11-06,11:15,Wednesday,Pune,Koregaon Park,Commercial,Cloudy,Robbery,28.1,Low,18.536,73.806,"A robbery was reported near Koregaon Park, Pune — valuables snatched from a pedestrian."
4848,2023-04-27,03:45,Thursday,Pune,Aundh,Residential,Clear,Burglary,32.6,Low,18.5174,73.8324,"Forced entry and burglary was reported at a residence in Aundh, Pune."
4849,2024-04-01,05:15,Monday,Lucknow,Indira Nagar,Commercial,Cloudy,Burglary,45.4,Medium,26.8764,80.9441,"Forced entry and burglary was reported at a residence in Indira Nagar, Lucknow."
4850,2024-07-24,05:15,Wednesday,Mumbai,Colaba,Educational,Rainy,Assault,43.6,Medium,19.1296,72.9364,"A physical assault was reported near a public gathering spot in Colaba, Mumbai."
4851,2023-08-09,20:30,Wednesday,Chennai,Anna Nagar,Commercial,Foggy,Robbery,50.7,Medium,13.0596,80.2436,"An armed robbery incident was reported at a shop in Anna Nagar, Chennai."
4852,2023-06-05,18:45,Monday,Chennai,Porur,Commercial,Clear,Robbery,54.6,Medium,13.0637,80.2689,"A chain/bag-snatching robbery was reported on the main road in Porur, Chennai."
4853,2023-05-08,16:15,Monday,Bangalore,Hebbal,Educational,Rainy,Assault,42.0,Medium,12.922,77.5391,"A physical assault was reported near a public gathering spot in Hebbal, Bangalore."
4854,2023-11-17,02:15,Friday,Hyderabad,Madhapur,Industrial,Rainy,Burglary,39.9,Medium,17.3867,78.4785,"Forced entry and burglary was reported at a residence in Madhapur, Hyderabad."
4855,2023-01-07,02:45,Saturday,Jaipur,Mansarovar,Educational,Clear,Robbery,65.7,Medium,26.9522,75.8074,"An armed robbery incident was reported at a shop in Mansarovar, Jaipur."
4856,2023-11-08,09:30,Wednesday,Lucknow,Gomti Nagar,Commercial,Cloudy,Robbery,48.1,Medium,26.9019,80.9874,"A robbery was reported near Gomti Nagar, Lucknow — valuables snatched from a pedestrian."
4857,2024-01-26,19:00,Friday,Mumbai,Powai,Commercial,Rainy,Theft,51.7,Medium,19.0616,72.9311,"A theft case was reported in Powai, Mumbai — a two-wheeler was stolen from a parking area."
4858,2023-08-22,06:45,Tuesday,Pune,Shivajinagar,Commercial,Foggy,Robbery,43.0,Medium,18.4613,73.871,"A robbery was reported near Shivajinagar, Pune — valuables snatched from a pedestrian."
4859,2024-10-06,15:00,Sunday,Hyderabad,Ameerpet,Residential,Clear,Burglary,41.1,Medium,17.3939,78.4845,"A house burglary was reported in a residential complex in Ameerpet, Hyderabad while occupants were away."
4860,2023-04-15,09:30,Saturday,Hyderabad,Madhapur,Industrial,Clear,Assault,30.3,Low,17.4032,78.4659,"An assault case was reported following an altercation in Madhapur, Hyderabad."
4861,2023-08-06,12:00,Sunday,Jaipur,Jagatpura,Commercial,Foggy,Robbery,41.7,Medium,26.9396,75.8287,"A chain/bag-snatching robbery was reported on the main road in Jagatpura, Jaipur."
4862,2023-09-05,16:00,Tuesday,Bangalore,Jayanagar,Commercial,Foggy,Robbery,43.7,Medium,12.9284,77.5908,"A robbery was reported near Jayanagar, Bangalore — valuables snatched from a pedestrian."
4863,2024-08-31,19:00,Saturday,Chennai,T Nagar,Commercial,Foggy,Theft,74.0,High,13.1095,80.2569,"A pickpocketing incident was reported in a crowded market in T Nagar, Chennai."
4864,2023-08-30,00:00,Wednesday,Pune,Koregaon Park,Commercial,Foggy,Robbery,48.4,Medium,18.546,73.8116,"A chain/bag-snatching robbery was reported on the main road in Koregaon Park, Pune."
4865,2024-06-07,02:45,Friday,Lucknow,Hazratganj,Residential,Cloudy,Robbery,56.7,Medium,26.8459,80.9851,"A robbery was reported near Hazratganj, Lucknow — valuables snatched from a pedestrian."
4866,2023-07-07,05:15,Friday,Delhi,Vasant Kunj,Educational,Foggy,Others,50.9,Medium,28.747,77.0496,"A miscellaneous public-nuisance/disturbance case was reported in Vasant Kunj, Delhi."
4867,2023-02-15,10:00,Wednesday,Delhi,Nehru Place,Residential,Rainy,Burglary,71.7,High,28.6834,77.0594,"Forced entry and burglary was reported at a residence in Nehru Place, Delhi."
4868,2024-08-26,06:00,Monday,Pune,Viman Nagar,Commercial,Rainy,Others,39.5,Medium,18.528,73.9033,"A minor altercation/disturbance was reported near an institution in Viman Nagar, Pune."
4869,2023-07-19,21:30,Wednesday,Pune,Hinjewadi,Industrial,Foggy,Theft,35.0,Medium,18.5364,73.8956,"A shop reported theft of goods overnight in Hinjewadi, Pune."
4870,2023-06-10,14:30,Saturday,Bangalore,Yelahanka,Industrial,Clear,Robbery,40.2,Medium,12.9902,77.5637,"An armed robbery incident was reported at a shop in Yelahanka, Bangalore."
4871,2023-03-12,19:00,Sunday,Hyderabad,Ameerpet,Residential,Cloudy,Burglary,45.3,Medium,17.4111,78.5435,"A house burglary was reported in a residential complex in Ameerpet, Hyderabad while occupants were away."
4872,2023-06-27,13:00,Tuesday,Pune,Viman Nagar,Commercial,Clear,Theft,30.4,Low,18.5379,73.8758,"A theft case was reported in Viman Nagar, Pune — a two-wheeler was stolen from a parking area."
4873,2023-07-28,11:45,Friday,Chennai,Guindy,Residential,Cloudy,Burglary,50.5,Medium,13.1336,80.2468,"A house burglary was reported in a residential complex in Guindy, Chennai while occupants were away."
4874,2023-03-07,20:45,Tuesday,Delhi,Lajpat Nagar,Commercial,Rainy,Robbery,85.2,High,28.7157,77.1172,"An armed robbery incident was reported at a shop in Lajpat Nagar, Delhi."
4875,2024-01-11,10:00,Thursday,Pune,Aundh,Residential,Cloudy,Burglary,29.7,Low,18.522,73.9032,"Forced entry and burglary was reported at a residence in Aundh, Pune."
4876,2024-07-02,06:45,Tuesday,Kolkata,Gariahat,Commercial,Foggy,Robbery,23.1,Low,22.5671,88.3291,"A chain/bag-snatching robbery was reported on the main road in Gariahat, Kolkata."
4877,2023-06-21,04:00,Wednesday,Bangalore,Koramangala,Residential,Cloudy,Burglary,42.4,Medium,12.9956,77.5965,"Forced entry and burglary was reported at a residence in Koramangala, Bangalore."
4878,2023-07-02,02:30,Sunday,Chennai,Guindy,Residential,Rainy,Theft,67.6,High,13.1178,80.2453,"A pickpocketing incident was reported in a crowded market in Guindy, Chennai."
4879,2024-07-31,16:15,Wednesday,Ahmedabad,Bapunagar,Residential,Foggy,Others,65.8,Medium,23.0299,72.5267,"A miscellaneous public-nuisance/disturbance case was reported in Bapunagar, Ahmedabad."
4880,2023-08-09,01:15,Wednesday,Pune,Viman Nagar,Commercial,Rainy,Burglary,47.5,Medium,18.5012,73.9124,"Forced entry and burglary was reported at a residence in Viman Nagar, Pune."
4881,2023-07-20,21:30,Thursday,Mumbai,Malad,Commercial,Foggy,Assault,50.0,Medium,19.1288,72.8696,"An assault case was reported following an altercation in Malad, Mumbai."
4882,2023-04-15,11:45,Saturday,Hyderabad,Begumpet,Commercial,Rainy,Robbery,37.2,Medium,17.3905,78.5064,"A robbery was reported near Begumpet, Hyderabad — valuables snatched from a pedestrian."
4883,2023-01-21,05:15,Saturday,Bangalore,Whitefield,Industrial,Clear,Theft,43.6,Medium,12.9522,77.5782,"A theft case was reported in Whitefield, Bangalore — a two-wheeler was stolen from a parking area."
4884,2024-09-02,16:15,Monday,Mumbai,Colaba,Educational,Cloudy,Others,37.3,Medium,19.1253,72.8295,"A miscellaneous public-nuisance/disturbance case was reported in Colaba, Mumbai."
4885,2023-08-25,20:15,Friday,Delhi,Nehru Place,Residential,Foggy,Burglary,89.3,High,28.6578,77.0742,"A house burglary was reported in a residential complex in Nehru Place, Delhi while occupants were away."
4886,2023-12-11,20:00,Monday,Ahmedabad,Satellite,Educational,Rainy,Others,53.2,Medium,23.0096,72.5766,"A minor altercation/disturbance was reported near an institution in Satellite, Ahmedabad."
4887,2023-03-22,21:00,Wednesday,Ahmedabad,Navrangpura,Commercial,Rainy,Robbery,68.2,High,22.9839,72.5758,"A robbery was reported near Navrangpura, Ahmedabad — valuables snatched from a pedestrian."
4888,2024-12-24,21:45,Tuesday,Chennai,Velachery,Educational,Cloudy,Others,47.3,Medium,13.0724,80.2924,"A miscellaneous public-nuisance/disturbance case was reported in Velachery, Chennai."
4889,2024-07-30,22:15,Tuesday,Chennai,Mylapore,Commercial,Clear,Assault,46.1,Medium,13.0636,80.2206,"A physical assault was reported near a public gathering spot in Mylapore, Chennai."
4890,2023-07-25,22:00,Tuesday,Chennai,Velachery,Educational,Rainy,Assault,54.2,Medium,13.0772,80.3293,"A physical assault was reported near a public gathering spot in Velachery, Chennai."
4891,2024-10-07,12:00,Monday,Kolkata,Howrah,Commercial,Cloudy,Robbery,33.0,Medium,22.5467,88.4224,"A chain/bag-snatching robbery was reported on the main road in Howrah, Kolkata."
4892,2024-09-29,19:45,Sunday,Chennai,T Nagar,Commercial,Clear,Robbery,63.3,Medium,13.0805,80.278,"An armed robbery incident was reported at a shop in T Nagar, Chennai."
4893,2024-08-06,18:15,Tuesday,Lucknow,Aminabad,Industrial,Clear,Others,58.1,Medium,26.8015,80.9936,"A minor altercation/disturbance was reported near an institution in Aminabad, Lucknow."
4894,2023-10-07,12:00,Saturday,Jaipur,Jagatpura,Commercial,Cloudy,Theft,43.5,Medium,26.9242,75.8068,"A theft case was reported in Jagatpura, Jaipur — a two-wheeler was stolen from a parking area."
4895,2023-04-04,11:30,Tuesday,Delhi,Rohini,Commercial,Clear,Burglary,58.0,Medium,28.7065,77.0901,"A house burglary was reported in a residential complex in Rohini, Delhi while occupants were away."
4896,2023-12-08,06:15,Friday,Ahmedabad,Vastrapur,Residential,Cloudy,Robbery,55.3,Medium,23.0231,72.6092,"A chain/bag-snatching robbery was reported on the main road in Vastrapur, Ahmedabad."
4897,2024-03-20,16:45,Wednesday,Kolkata,Behala,Educational,Rainy,Others,29.5,Low,22.5448,88.3123,"A minor altercation/disturbance was reported near an institution in Behala, Kolkata."
4898,2023-03-02,22:45,Thursday,Delhi,Karol Bagh,Commercial,Rainy,Robbery,94.9,High,28.6807,77.1164,"An armed robbery incident was reported at a shop in Karol Bagh, Delhi."
4899,2024-01-08,21:30,Monday,Chennai,Mylapore,Commercial,Cloudy,Robbery,43.1,Medium,13.0754,80.2187,"A robbery was reported near Mylapore, Chennai — valuables snatched from a pedestrian."
4900,2024-11-08,04:45,Friday,Chennai,T Nagar,Commercial,Rainy,Robbery,59.2,Medium,13.1332,80.2762,"A chain/bag-snatching robbery was reported on the main road in T Nagar, Chennai."
4901,2024-09-16,14:15,Monday,Pune,Aundh,Residential,Rainy,Assault,37.1,Medium,18.4911,73.816,"An assault case was reported following an altercation in Aundh, Pune."
4902,2023-12-08,05:00,Friday,Hyderabad,Dilsukhnagar,Commercial,Cloudy,Burglary,38.1,Medium,17.437,78.4787,"Forced entry and burglary was reported at a residence in Dilsukhnagar, Hyderabad."
4903,2024-10-01,16:00,Tuesday,Delhi,Connaught Place,Industrial,Clear,Robbery,76.2,High,28.713,77.1468,"A chain/bag-snatching robbery was reported on the main road in Connaught Place, Delhi."
4904,2023-11-21,03:30,Tuesday,Lucknow,Gomti Nagar,Commercial,Clear,Robbery,47.3,Medium,26.7939,80.928,"A chain/bag-snatching robbery was reported on the main road in Gomti Nagar, Lucknow."
4905,2024-11-21,08:45,Thursday,Mumbai,Borivali,Commercial,Rainy,Others,43.4,Medium,19.0986,72.9268,"A minor altercation/disturbance was reported near an institution in Borivali, Mumbai."
4906,2023-07-07,05:45,Friday,Hyderabad,Ameerpet,Residential,Rainy,Burglary,41.6,Medium,17.357,78.453,"A house burglary was reported in a residential complex in Ameerpet, Hyderabad while occupants were away."
4907,2023-08-05,19:45,Saturday,Hyderabad,Madhapur,Industrial,Clear,Robbery,45.4,Medium,17.3281,78.5412,"An armed robbery incident was reported at a shop in Madhapur, Hyderabad."
4908,2023-05-22,11:15,Monday,Hyderabad,Dilsukhnagar,Commercial,Foggy,Robbery,40.8,Medium,17.4001,78.481,"An armed robbery incident was reported at a shop in Dilsukhnagar, Hyderabad."
4909,2023-01-20,18:00,Friday,Jaipur,Vaishali Nagar,Commercial,Clear,Robbery,51.0,Medium,26.9699,75.7734,"A robbery was reported near Vaishali Nagar, Jaipur — valuables snatched from a pedestrian."
4910,2024-07-03,01:45,Wednesday,Hyderabad,Secunderabad,Residential,Clear,Burglary,40.8,Medium,17.426,78.4971,"A house burglary was reported in a residential complex in Secunderabad, Hyderabad while occupants were away."
4911,2024-11-21,07:30,Thursday,Lucknow,Aminabad,Industrial,Clear,Theft,47.1,Medium,26.8614,80.8952,"A pickpocketing incident was reported in a crowded market in Aminabad, Lucknow."
4912,2023-05-01,14:00,Monday,Chennai,Adyar,Commercial,Cloudy,Robbery,42.4,Medium,13.0472,80.2706,"An armed robbery incident was reported at a shop in Adyar, Chennai."
4913,2023-02-22,09:15,Wednesday,Bangalore,Hebbal,Educational,Foggy,Others,49.3,Medium,12.9776,77.5562,"A minor altercation/disturbance was reported near an institution in Hebbal, Bangalore."
4914,2023-03-30,15:15,Thursday,Chennai,Porur,Commercial,Clear,Robbery,45.7,Medium,13.0515,80.2137,"A robbery was reported near Porur, Chennai — valuables snatched from a pedestrian."
4915,2024-01-27,18:45,Saturday,Delhi,Lajpat Nagar,Commercial,Rainy,Robbery,83.5,High,28.7522,77.0654,"A robbery was reported near Lajpat Nagar, Delhi — valuables snatched from a pedestrian."
4916,2024-01-01,02:45,Monday,Mumbai,Dadar,Residential,Cloudy,Others,63.3,Medium,19.1061,72.9008,"A miscellaneous public-nuisance/disturbance case was reported in Dadar, Mumbai."
4917,2024-11-02,13:15,Saturday,Delhi,Nehru Place,Residential,Clear,Burglary,70.1,High,28.6462,77.1482,"A house burglary was reported in a residential complex in Nehru Place, Delhi while occupants were away."
4918,2024-12-09,18:00,Monday,Chennai,Guindy,Residential,Cloudy,Burglary,47.8,Medium,13.0996,80.2342,"Forced entry and burglary was reported at a residence in Guindy, Chennai."
4919,2023-04-01,06:45,Saturday,Kolkata,Dum Dum,Commercial,Rainy,Burglary,27.0,Low,22.5361,88.3139,"Forced entry and burglary was reported at a residence in Dum Dum, Kolkata."
4920,2023-07-08,16:15,Saturday,Pune,Camp,Commercial,Cloudy,Robbery,35.4,Medium,18.4864,73.8338,"A chain/bag-snatching robbery was reported on the main road in Camp, Pune."
4921,2024-09-01,14:15,Sunday,Pune,Camp,Commercial,Rainy,Robbery,42.7,Medium,18.5772,73.8514,"A chain/bag-snatching robbery was reported on the main road in Camp, Pune."
4922,2023-12-21,05:00,Thursday,Chennai,Adyar,Commercial,Foggy,Theft,31.9,Low,13.058,80.3253,"A pickpocketing incident was reported in a crowded market in Adyar, Chennai."
4923,2023-07-20,22:00,Thursday,Mumbai,Bandra,Residential,Rainy,Theft,55.7,Medium,19.0474,72.8729,"A theft case was reported in Bandra, Mumbai — a two-wheeler was stolen from a parking area."
4924,2023-12-09,00:00,Saturday,Bangalore,Yelahanka,Industrial,Foggy,Theft,47.3,Medium,12.9141,77.5573,"A pickpocketing incident was reported in a crowded market in Yelahanka, Bangalore."
4925,2023-09-16,03:00,Saturday,Lucknow,Gomti Nagar,Commercial,Rainy,Burglary,51.7,Medium,26.8621,80.9103,"Forced entry and burglary was reported at a residence in Gomti Nagar, Lucknow."
4926,2024-04-20,04:00,Saturday,Hyderabad,Secunderabad,Residential,Cloudy,Burglary,46.0,Medium,17.4386,78.5088,"Forced entry and burglary was reported at a residence in Secunderabad, Hyderabad."
4927,2024-05-13,13:45,Monday,Chennai,Mylapore,Commercial,Foggy,Robbery,43.2,Medium,13.0802,80.3134,"A robbery was reported near Mylapore, Chennai — valuables snatched from a pedestrian."
4928,2024-12-27,06:00,Friday,Kolkata,Behala,Educational,Clear,Assault,26.4,Low,22.5285,88.3777,"An assault case was reported following an altercation in Behala, Kolkata."
4929,2023-01-02,05:45,Monday,Mumbai,Malad,Commercial,Foggy,Theft,36.4,Medium,19.0245,72.9205,"A pickpocketing incident was reported in a crowded market in Malad, Mumbai."
4930,2024-07-07,11:00,Sunday,Lucknow,Gomti Nagar,Commercial,Rainy,Robbery,47.5,Medium,26.9008,81.0032,"A chain/bag-snatching robbery was reported on the main road in Gomti Nagar, Lucknow."
4931,2024-07-11,09:30,Thursday,Bangalore,Whitefield,Industrial,Cloudy,Theft,37.6,Medium,12.9735,77.5567,"A theft case was reported in Whitefield, Bangalore — a two-wheeler was stolen from a parking area."
4932,2024-08-02,10:45,Friday,Jaipur,Jagatpura,Commercial,Clear,Robbery,42.0,Medium,26.8537,75.8369,"An armed robbery incident was reported at a shop in Jagatpura, Jaipur."
4933,2024-09-21,05:15,Saturday,Mumbai,Powai,Commercial,Cloudy,Others,46.2,Medium,19.0702,72.8896,"A minor altercation/disturbance was reported near an institution in Powai, Mumbai."
4934,2024-08-05,00:15,Monday,Bangalore,Hebbal,Educational,Clear,Others,59.4,Medium,12.9383,77.6229,"A minor altercation/disturbance was reported near an institution in Hebbal, Bangalore."
4935,2023-07-08,01:15,Saturday,Mumbai,Dadar,Residential,Foggy,Burglary,62.2,Medium,19.094,72.9262,"Forced entry and burglary was reported at a residence in Dadar, Mumbai."
4936,2024-12-20,03:15,Friday,Lucknow,Chowk,Residential,Cloudy,Robbery,69.0,High,26.805,80.9098,"A robbery was reported near Chowk, Lucknow — valuables snatched from a pedestrian."
4937,2024-07-20,04:15,Saturday,Chennai,Tambaram,Residential,Cloudy,Burglary,48.2,Medium,13.0658,80.2234,"A house burglary was reported in a residential complex in Tambaram, Chennai while occupants were away."
4938,2024-04-25,07:45,Thursday,Chennai,Porur,Commercial,Cloudy,Others,42.1,Medium,13.0695,80.2632,"A miscellaneous public-nuisance/disturbance case was reported in Porur, Chennai."
4939,2023-01-08,20:30,Sunday,Chennai,Mylapore,Commercial,Cloudy,Theft,45.5,Medium,13.1199,80.3017,"A pickpocketing incident was reported in a crowded market in Mylapore, Chennai."
4940,2023-11-08,08:30,Wednesday,Pune,Hinjewadi,Industrial,Foggy,Theft,29.8,Low,18.4632,73.8451,"A theft case was reported in Hinjewadi, Pune — a two-wheeler was stolen from a parking area."
4941,2023-11-13,21:30,Monday,Kolkata,Salt Lake,Residential,Clear,Burglary,26.7,Low,22.5295,88.3247,"A house burglary was reported in a residential complex in Salt Lake, Kolkata while occupants were away."
4942,2023-01-11,00:30,Wednesday,Mumbai,Borivali,Commercial,Cloudy,Robbery,57.0,Medium,19.0304,72.8524,"A robbery was reported near Borivali, Mumbai — valuables snatched from a pedestrian."
4943,2023-03-19,22:45,Sunday,Lucknow,Gomti Nagar,Commercial,Foggy,Robbery,50.8,Medium,26.8618,81.0057,"An armed robbery incident was reported at a shop in Gomti Nagar, Lucknow."
4944,2023-02-24,09:30,Friday,Hyderabad,Madhapur,Industrial,Cloudy,Theft,40.0,Medium,17.3366,78.5276,"A theft case was reported in Madhapur, Hyderabad — a two-wheeler was stolen from a parking area."
4945,2023-05-26,22:30,Friday,Lucknow,Hazratganj,Residential,Rainy,Robbery,67.6,High,26.8808,80.8966,"An armed robbery incident was reported at a shop in Hazratganj, Lucknow."
4946,2024-12-01,13:15,Sunday,Lucknow,Indira Nagar,Commercial,Rainy,Robbery,51.1,Medium,26.8498,80.9259,"A robbery was reported near Indira Nagar, Lucknow — valuables snatched from a pedestrian."
4947,2023-05-16,07:00,Tuesday,Kolkata,Gariahat,Commercial,Cloudy,Others,23.6,Low,22.6009,88.3618,"A minor altercation/disturbance was reported near an institution in Gariahat, Kolkata."
4948,2023-09-06,15:45,Wednesday,Mumbai,Andheri,Residential,Cloudy,Burglary,46.1,Medium,19.0562,72.8498,"Forced entry and burglary was reported at a residence in Andheri, Mumbai."
4949,2024-06-30,06:30,Sunday,Delhi,Lajpat Nagar,Commercial,Clear,Robbery,69.3,High,28.7033,77.0513,"A robbery was reported near Lajpat Nagar, Delhi — valuables snatched from a pedestrian."
4950,2023-10-12,22:45,Thursday,Kolkata,New Town,Educational,Foggy,Assault,33.6,Medium,22.5701,88.4027,"An assault case was reported following an altercation in New Town, Kolkata."
4951,2023-04-13,01:15,Thursday,Lucknow,Hazratganj,Residential,Clear,Burglary,64.0,Medium,26.8898,80.989,"Forced entry and burglary was reported at a residence in Hazratganj, Lucknow."
4952,2024-07-18,11:00,Thursday,Mumbai,Dadar,Residential,Clear,Robbery,52.7,Medium,19.0502,72.8232,"A robbery was reported near Dadar, Mumbai — valuables snatched from a pedestrian."
4953,2023-12-12,20:45,Tuesday,Pune,Kothrud,Commercial,Cloudy,Robbery,37.2,Medium,18.5546,73.9121,"A chain/bag-snatching robbery was reported on the main road in Kothrud, Pune."
4954,2024-12-10,07:30,Tuesday,Mumbai,Bandra,Residential,Foggy,Theft,40.4,Medium,19.0754,72.8636,"A theft case was reported in Bandra, Mumbai — a two-wheeler was stolen from a parking area."
4955,2023-04-08,12:15,Saturday,Delhi,Vasant Kunj,Educational,Foggy,Others,58.5,Medium,28.7108,77.147,"A minor altercation/disturbance was reported near an institution in Vasant Kunj, Delhi."
4956,2024-09-22,06:15,Sunday,Mumbai,Dadar,Residential,Rainy,Burglary,51.5,Medium,19.1057,72.8595,"A house burglary was reported in a residential complex in Dadar, Mumbai while occupants were away."
4957,2024-04-30,07:00,Tuesday,Bangalore,Jayanagar,Commercial,Clear,Robbery,29.3,Low,13.0246,77.5605,"A chain/bag-snatching robbery was reported on the main road in Jayanagar, Bangalore."
4958,2024-06-07,05:30,Friday,Mumbai,Kurla,Educational,Clear,Assault,59.0,Medium,19.0441,72.8506,"A physical assault was reported near a public gathering spot in Kurla, Mumbai."
4959,2024-08-03,14:30,Saturday,Hyderabad,Kukatpally,Educational,Cloudy,Others,43.3,Medium,17.3515,78.4963,"A miscellaneous public-nuisance/disturbance case was reported in Kukatpally, Hyderabad."
4960,2024-08-27,14:45,Tuesday,Bangalore,Koramangala,Residential,Cloudy,Burglary,44.0,Medium,12.9189,77.5471,"Forced entry and burglary was reported at a residence in Koramangala, Bangalore."
4961,2023-07-22,20:00,Saturday,Mumbai,Dadar,Residential,Cloudy,Burglary,52.7,Medium,19.1191,72.8262,"A house burglary was reported in a residential complex in Dadar, Mumbai while occupants were away."
4962,2024-02-02,21:45,Friday,Kolkata,Salt Lake,Residential,Rainy,Assault,34.7,Medium,22.5954,88.3848,"An assault case was reported following an altercation in Salt Lake, Kolkata."
4963,2023-05-10,16:30,Wednesday,Bangalore,Yelahanka,Industrial,Clear,Theft,33.5,Medium,12.9805,77.6071,"A theft case was reported in Yelahanka, Bangalore — a two-wheeler was stolen from a parking area."
4964,2023-09-20,01:30,Wednesday,Hyderabad,Dilsukhnagar,Commercial,Rainy,Theft,50.0,Medium,17.3621,78.5174,"A theft case was reported in Dilsukhnagar, Hyderabad — a two-wheeler was stolen from a parking area."
4965,2024-08-07,13:15,Wednesday,Mumbai,Borivali,Commercial,Foggy,Theft,33.7,Medium,19.0859,72.8667,"A shop reported theft of goods overnight in Borivali, Mumbai."
4966,2023-04-23,15:15,Sunday,Hyderabad,Dilsukhnagar,Commercial,Cloudy,Theft,33.5,Medium,17.3325,78.4334,"A pickpocketing incident was reported in a crowded market in Dilsukhnagar, Hyderabad."
4967,2023-09-06,14:15,Wednesday,Kolkata,Behala,Educational,Clear,Others,25.6,Low,22.607,88.373,"A minor altercation/disturbance was reported near an institution in Behala, Kolkata."
